Sentence,Intent_label
A similar game is popular in Canada where it is generally referred to as  mini hockey.,sport
Gena or qarsa is a traditional  field hockey game popular in the Ethiopian highlands.,sport
"The Association takes part in the exchanging of know-how, knowledge, information, and data, referring to the traditional wrestling or  belt wrestling which, in turn, contributes to its development and popularization on local, national, regional and international levels.",sport
The IBWA is an organization that serves as an international platform under the leadership of its President Khalil Ahmed Khan for the popularizing and developing traditional wrestling or belt wrestling throughout the world irrespective of race and political followings.,sport
Belt wrestling does not have any national boundaries.,sport
Belt wrestling is unique and gathering more and more fans.,sport
"As it was proved, the correction of this or that wrestling rules popularized this kind of sport.",sport
There are many types of traditional  belt wrestling in the world but by developing this sport general rules under the leadership of Dr.Rif Gaynanov and Khalil Ahmed Khan the IBWA and IATWS became a real home for all types of traditional  belt wrestling in the world.,sport
The IBWA and IATWS becamea common platform for developing and promoting  belt wrestling.,sport
It is not uncommon to see local boaters and pro boaters surfing advanced waves.,sport
A rubber ball or another light ball could be used instead of a tennis ball but it is of paramount importance that the ball used should be common to both team.,sport
Jim Kelly a quarterback in the National Football League in the 1980s and 1990s played  foot hockey with neighbourhood children as a child.,sport
Founded in 1913 the swimming department of Fenerbahçe is the most successful in Turkey with the men team having won 23 national championships and the women team a record 33 national championships altogether.,sport
They practised jousting at local festivals thus perpetuating the tradition passed down from generation to generation by these proud watermen.,sport
Belt Wrestling as a sport is recognized by the Asian Olympic Council from 2007 and is included in the program of Asian Martial Arts and Indoors Games 2017.,sport
"Until such time as a special ball is specifically made for elle, tennis balls are used.",sport
The Canadian version is usually unstructured and played by children with  mini hockey sticks approximately 20 inches in length inside homes and schools although some more structured leagues do exist.,sport
It documented a game of  foot hockey between the players which was described by Sally Manning in her book A golden tear.,sport
"In America and Oceania the popularity of  belt wrestling is no less than that in Iran, Turkey, Germany, Pakistan, Turkmenistan, Kyrgyzstan, Ukraine, Russia, Lithuania, Uzbekistan, Kazakhstan, Togo and Spain.",sport
All IBWA events are with the line of the IOC vision which includes sport ie belt wrestling competition.,sport
"Common individual sports include cross country skiing, alpine skiing, snowboarding, ski jumping, speed skating, figure skating, luge, skeleton, bobsleigh, ski orienteering and snowmobiling.",sport
"Of individual sports the most popular were tennis, athletics, alpine skiing, swimming, table tennis, ski jumping, chess.",sport
"Examples are basketball, volleyball, rugby, water polo, handball, lacrosse, cricket, baseball, and the various forms of football and hockey.",sport
Nordic shooting with cross country running is a biathlon sport which combines running and shooting.,sport
Fiorentina Waterpolo is an Italian swimming and water polo club from Florence.,sport
"Other traditional examples of outdoor recreational activities include hiking, camping, mountaineering, cycling, canoeing, caving, kayaking, rafting, rock climbing, running, sailing, skiing,  sky diving and surfing.",sport
"Examples include swimming and water polo, which are in fact disciplines of the sport of aquatics represented by the International Swimming Federation and figure skating and speed skating, which are both disciplines of the sport of ice skating represented by the International Skating Union.",sport
"Flowriding or Flowboarding is a late 20th century alternative boardsport incorporating elements of surfing, bodyboarding, skateboarding, skimboarding, snowboarding and wakeboarding.",sport
"Team sports such as football, basketball, handball, volleyball and water polo had the biggest popularity.",sport
"Most popular sports are both spectator and participant for example association football, basketball, cricket, volleyball, golf, rugby and tennis.",sport
"Goal sports are usually team sports such as basketball, water polo and all forms of football, lacrosse and hockey except ice hockey which is a goal sport but is played with a hockey puck.",sport
Grand Prix motor racing eventually evolved into formula racing and one can regard Formula One as its direct descendant.,sport
"Handball at the 2016 South Asian Games was held at the Indoor Hall of North East Regional Centre of LNIPE, Guwahati in India from 10 February to 15 February 2016.",sport
Australian handball is similar to squash played without a racquet.,sport
"These include games such as football, cricket, baseball, basketball and American football.",sport
"Footbag net combines elements of tennis, badminton and volleyball.",sport
"There are several categories of bicycle racing including road bicycle racing, time trialling, cyclo cross, mountain bike racing, track cycling, BMX and cycle speedway.",sport
Fenerbahçe Swimming is the men and women swimming department of Fenerbahçe SK and a major sports club in Istanbul Turkey.,sport
"Precision sports such as bowling, lawn bowls, croquet and golf as well as cue sports including snooker, pool and other forms of billiards.",sport
"Net sports usually include racquet sports such as tennis, badminton, pickleball and table tennis but not squash or racquetball where players must hit the ball towards a wall.",sport
"Common team sports include ice hockey, curling and bandy.",sport
Based on the number of participants ice hockey is by far the world most popular winter sport followed by bandy.,sport
The definition of ultra distance cycling is far more vague than in  ultra running or any race longer than a marathon or in ultra triathlon or any race longer than an Ironman Triathlon.,sport
In artistic judged sports these physical differences play a key role in performances as demonstrated in  pair figure skating and  acrobatic gymnastics.,sport
Canicross is the sport of cross country running with dogs.,sport
Khmer traditional wrestling or Baok Cham Bab is a  folk wrestling style from Cambodia.,sport
Grand Prix motor racing a form of motorsport competition has its roots in organised  automobile racing that began in France as early as 1894.,sport
Recreational fishing also called sport fishing is fishing for pleasure or competition.,sport
Paralympic judo is an adaptation of the Japanese martial art of judo for visually impaired competitors.,sport
A diving platform or diving tower is a type of structure used for competitive diving.,sport
Internationally inline hockey is represented by two different unions the World Skate and the  International Ice Hockey Federation.,sport
"Mountain sports include Mountaineering, Climbing, Klettersteig or via ferrata climbing, Ski touring, ski mountaineering, Snowshoeing, Hiking, especially Hillwalking, Mountain biking, Trekking, Canyoning.",sport
The is the governing body for many ultra distance cycling races.,sport
Bicycle racing is recognised as an Olympic sport.,sport
"The sport has three phases dressage, cross country marathon  and obstacle cone driving and is most similar to the  mounted equestrian sport of eventing.",sport
"Disciplines not currently recognized by FIG include  wheel gymnastics, aesthetic group gymnastics, TeamGym and mallakhamba.",sport
"Professional boxing or prizefighting is regulated, sanctioned boxing.",sport
The other is para equestrian driving which operates under the same basic rules as combined driving but places competitors in various grades based on their functional abilities.,sport
Valencian pilota or Valencian ball is traditional handball played in the Valencian Community.,sport
Pond hockey is a form of ice hockey similar in its object and appearance to traditional ice hockey but simplified and designed to be played on part of a natural frozen body of water.,sport
Shitō ryū is a form of karate that was founded in 1934  by Kenwa Mabuni.,sport
Combined driving also known as horse driving trials is an equestrian sport involving carriage driving.,sport
Tour skating is recreational long distance  ice skating on natural ice.,sport
"Racquet and ball games such as tennis, squash and  ball badminton.",sport
Mixed climbing is ascent involving both ice climbing and rock climbing.,sport
The earliest form of Khmer traditional wrestling was called Maloyuth.,sport
Maloyuth was created in 788 AD by Brahmin Timu.,sport
Players determine whether to use a hockey ball or a tennis ball or a street hockey puck.,sport
"FIG governs eight sports including Gymnastics for All , Men and Women Artistic Gymnastics,  Rhythmic Gymnastics, Trampoline - including Double Mini trampoline, Tumbling, Aerobics, Acrobatics and Parkour.",sport
Pato also called  juego del pato is a game played on horseback that combines elements from polo and basketball.,sport
Professional camel racing like horse racing is an event for betting and tourist attraction.,sport
Tag rugby is used in development and training by both rugby league  and rugby union  communities.,sport
"Knife throwing is an art, sport, combat skill or variously an entertainment technique involving an artist skilled in the art of throwing knives, the weapons thrown and a target.",sport
Grand Prix motor racing quickly evolved from simple road races from one town to the next to  endurance tests for car and driver.,sport
Juego del palo is a traditional martial art or folk sport of stick fighting practiced in the Canary Islands.,sport
Cat agility contests like similarly themed dog agility contests are modeled after the equestrian sport of show jumping.,sport
"Most extant sources about ancient Greek boxing are fragmentary or legendary, making it difficult to reconstruct the rules, customs and history surrounding this activity in great detail.",sport
"Anson Carter introduction to ice hockey was a game of foot hockey played in his hometown of Scarborough, Ontario when he was a child.",sport
Rally raid also known as cross country rallying  is a form of long distance off road racing that takes place over several days.,sport
Blind cricket is a version of the sport of cricket adapted for blind and partially sighted players.,sport
"Although basketball, hockey, water polo and other sports have netting around the goal area designed to more clearly indicate when goals are scored, they are not usually considered net sports.",sport
In Cuba the professional boxing is banned as of 2017.,sport
"The most common form of recreational fishing is done with a rod, reel, line, hooks and any one of a wide range of baits.",sport
TeamGym is a form of competition created by the European Union of Gymnastics.,sport
Vert skating is a form of acrobatics performed with skates.,sport
The Oxford English Dictionary defines the term kung fu as a primarily unarmed Chinese martial art resembling karate.,sport
Belt Wrestling is a form of wrestling that is one of the oldest historically recorded sports.,sport
"Street hockey is always played on an outdoor surface very often a street, parking lot, tennis court or other asphalt surface), which the genesis of the name street hockey.",sport
Professional baseball is played in leagues throughout the world.,sport
"Other examples of rally raid races include the  TransAnatolia Rally Raid,  Hellas Rally Raid,  Borneo Rally Raid, and Raid De Himalaya.",sport
Ancient Greek boxing or pygmachia or fist fighting dates back to at least the 8th century BC and was practiced in a variety of social contexts in different Greek city states.,sport
Historically archery has been used for hunting and combat.,sport
In modern times archery is mainly a competitive sport and recreational activity.,sport
Professional boxing has enjoyed a much higher profile than  amateur boxing throughout the 20th century and beyond.,sport
The term comes from analogy with (water) sailing.,sport
Historically land sailing was used as a mode of transportation or recreation.,sport
Because of these differences pond hockey places more emphasis on skating and puckhandling ability and less on shooting and checking.,sport
The leading organization of pencak silat in Indonesia is  Ikatan Pencak Silat Indonesia  or Pencak Silat Association of Indonesia.,sport
Calcio fiorentino also known as calcio storico ie historic football is an early form of football and rugby that originated in 16th century Italy.,sport
"Street hockey also known as  dek hockey,  ball hockey,  road hockey is a variation of the sport of ice hockey where the game is played outdoors on foot, or with inline or roller skates using a ball or puck.",sport
Tent pegging sometimes spelled tentpegging is a cavalry sport of ancient origin and is one of only ten equestrian disciplines officially recognised by the International Equestrian Federation.,sport
The liaison body for international pencak silat is the  International Pencak Silat Association  or PERSILAT ie Persekutuan Pencak Silat Antara Bangsa.,sport
Extreme ironing is an extreme sport in which people take ironing boards to remote locations and iron items of clothing.,sport
"Sand skiing is a sport and form of skiing in which the skier rides down a sand dune on skis, using ski poles.",sport
"Like other types of skiing which is practised on either snow, dry ski slopes or roller skis.",sport
"Tag rugby has the highest participation levels in Australia, Ireland, New Zealand and the United Kingdom.",sport
"The team pursuit is a track cycling event similar to the individual pursuit except that two teams each of up to four riders, compete, starting on opposite sides of the velodrome.",sport
It is one of the ten  international equestrian sport horse disciplines recognized by the Fédération Équestre Internationale or FEI.,sport
There are multiple dynamics to mixed sex sports.,sport
combined driving became an FEI discipline in 1970.,sport
FIA Formula 4 also called FIA F4 is an open wheel racing car category intended for junior drivers.,sport
Tag rugby comes in several forms with OzTag and Mini Tag being some of the better known variations.,sport
The waveski rider or waveski surfer uses a double ended kayak paddle for motion while seated in the waveski.,sport
Originally a means of winter transport between the islands and shores of the Saint Lawrence River ice canoeing is now a sport.,sport
Waveski surfing is a dynamic sport combining the paddle power of a sit on top kayak with the manoeuvrability and performance of a surfboard.,sport
Any bike race longer than a century ride which is sometimes considered to be ultra distance cycling.,sport
The  World Fast Draw Association  or WFDA is the international sanctioning body of the sport of fast draw.,sport
Historical Medieval Battles ie HMB or Buhurt is a modern full contact fighting sport with steel blunt weapons characteristic for the Middle Ages.,sport
"Artificial ice can be used to provide ice rinks for  ice skating, ice hockey and bandy in a milder climate.",sport
Blind cricket relies on common use of the sweep shot in order to provide maximum chance of the bat hitting the ball.,sport
Kho Kho is a popular tag and ancient game invented in Maharashtra in India.,sport
Professional boxing bouts are fought for a purse that is divided between the boxers as determined by contract.,sport
The Sheaf toss has been incorporated as an event at many of the Scottish highland games although technically it is not itself a  heavy athletics event.,sport
Still it is clear that  gloved boxing bouts were a significant part of ancient Greek athletic culture throughout the early classical period.,sport
Vert skating is used in competitions such as the X Games.,sport
Vert ramps for vert skating are found in many modern skateparks.,sport
"There are many forms of kung fu namely  Shaolin Kung Fu, Wing Chun, Tai chi and are practiced all over the world.",sport
Inline hockey is a very fast paced and free flowing game.,sport
Inline hockey is considered a contact sport but body checking is prohibited.,sport
The mode of play is based on rugby league with many similarities to touch football although tag rugby is often deemed as a closer simulation of the full contact codes of rugby than touch.,sport
Indiaca is a form of the Brazilian game peteca popular in Europe.,sport
"Land sailing works best in windy flat areas and races often happen on beaches, airfields and dry lake beds in desert regions.",sport
"Egham Regatta is a rowing regatta on the River Thames in England which takes place at the end of June on the reach above Bell Weir Lock near Egham, Surrey.",sport
"Together with Schwingen and Steinstossen, Hornussen is seen as a Swiss national sport.",sport
Axe throwing is an event in most lumberjack competitions.,sport
There are also street workout teams and organized competitions.,sport
"The three favorite net sports ie tennis, badminton and volleyball usually involve arching of the back when serving or smashing the ball or bird.",sport
Unlike ice hockey there are no blue lines or defensive zones in  roller hockey.,sport
There are no offsides or icings that can occur during game play in roller hockey.,sport
Tag rugby or  flag rugby is a non contact team game in which each player wears a belt that has two velcro tags attached to it or shorts with velcro patches.,sport
"Vert skating or  vertical skating is riding inline skates or roller skates on a vert ramp, a half pipe with some vertical ascent, usually between 6in to 24in.",sport
The terminology can also be used to describe forms of competition of two wheeled motorised vehicles under the banner of motorcycle racing and includes off road racing such as motocross.,sport
Due to both controversies in Kenwa Mabuni line of succession and Mabuni extensive efforts to popularize the martial art form in Japan there exist many successor karate schools that claim Shitō ryū as an influence.,sport
The snatch is the first of two lifts contested in the sport of weightlifting also known as  Olympic weightlifting followed by the clean and jerk.,sport
A person who participates in archery is typically called an archer or a bowman and a person who is fond of or an expert at archery is sometimes called a toxophilite.,sport
The term pond hockey is often used especially in Canada as a synonym to shinny.,sport
The sheaf toss is also a traditional sport in the Basque Country.,sport
Endurance racing is a form of motorsport racing  which is meant to test the durability of equipment and endurance of participants.,sport
In 2018 Fayoum University held a sand skiing event in Fayoum with students from around Egypt joining in on the fun.,sport
Each form of kung fu has its own principles and techniques but is best known for its trickery and quickness which is where the word Kung Fu is derived.,sport
Equitation is the art or practice of horse riding or horsemanship.,sport
There exists a World Pond Hockey Championship and several other events for players to aspire to.,sport
Chinlone also known as caneball is the traditional national sport of Myanmar or Burma.,sport
"The pacu jawi is a traditional bull race in Tanah Datar, West Sumatra, Indonesia.",sport
"Skateboarding Uses a board mounted on wheels, and often ridden on a half pipe, in urban settings or emptied specially built swimming pools.",sport
"The term air sports covers a range of aerial activities such as Aerobatics Air Rallies Air racing, Ballooning, Drone racing, General aviation, Gliding, Hang gliding, Human powered aircraft, Parachuting,  Paragliding, Power Kites.",sport
"Freeline skates are a pair of skates designed to give the feeling of skateboarding, snowboarding, surfing and inline skates all in one.",sport
"By combining handball, tennis and volleyball they arrived at the game known as Deckerball after one of the students involved in its creation Mark Decker.",sport
Street workout is a modern name for bodyweight workouts in outdoor parks.,sport
Similarly  lacrosse sticks have a loose netting that is used to catch and fling the ball but again lacrosse is not usually considered a net sport.,sport
"Truck and tractor pulling also known as power pulling is a motorsport competition, popular in the United States, Canada, Europe especially in the Netherlands, Belgium, Denmark and Germany, Australia, Brazil and New Zealand.",sport
Henrik May a German living in Namibia for some 10 years set a Guinness World Record in  speed sand skiing on 6 June 2010.,sport
Flickerball is a group sport played with an American football in similar situations to dodgeball such as Gym Class or Physical Education classes.,sport
Similar to wave surfing the hee hōlua involves the use of a narrow wooden sled called papa hōlua.,sport
Another variation is the Whike which combines land sailing with bicycling and can therefore also be used in everyday traffic because it does not fully depend on wind.,sport
Extreme Ironing is widely considered to be tongue in cheek.,sport
"It has been described as a combination of hockey, soccer and handball and a form of soccer with a tennis ball.",sport
The word wallyball is a portmanteau of the words wall and volleyball.,sport
The sheaf toss is a traditional Scottish agricultural sport event originally contested at country fairs.,sport
Street hockey in pickup form is generally played under the following guidelines since there are no official rules for local  pickup hockey.,sport
Elle is a very popular Sri Lankan bat and ball game often played in rural villages and urban areas.,sport
"A cross between skateboarding and skiing the board medium is snow, although the condition of the snow can have a major impact on snowboarding style and technique.",sport
Street workout is a physical activity performed mostly in outdoor parks or public facilities.,sport
The purpose of vert skating is to ride higher than the coping which is the metal pipe on top of the ramp and perform spins or flips.,sport
Surfing was the first boardsport originating from Polynesian culture.,sport
"Camel wrestling in Turkish deve güreşi is a sport in which two male Tülü camels wrestle, typically in response to a female camel on heat being led before them.",sport
A synthesis of various different Okinawan schools of martial arts the Shitō ryū is primarily practiced in Osaka.,sport
Yugoslavia hosted its first and the only Winter Olympic games in 1984 in Sarajevo when Jure Franko won country first Winter Olympic silver medal  in alpine skiing.,sport
"Non contact sports are those where participants should have no possible means of touching, such as sprinting, swimming, darts or snooker where players use separate lanes or take turns of play.",sport
Pole climbing appears in some historical documents describing various cultural practices.,sport
"According to the Extreme Ironing Bureau, extreme ironing is the latest danger sport that combines the thrills of an extreme outdoor activity with the satisfaction of a well pressed shirt.",sport
Bat and ball games include cricket and baseball.,sport
Bat and ball games include cricket and baseball.,sport
Solar car racing refers to competitive races of electric vehicles which are powered by solar energy obtained from solar panels on the surface of the car.,sport
"Land sailing also known as sand yachting, land yachting or dirtboating is the act of moving across land in a wheeled vehicle powered by wind through the use of a sail.",sport
Swimming is consistently among the top public recreational activities and in some countries swimming lessons are a compulsory part of the educational curriculum.,sport
"Non competitive pond hockey is played with improvised goals, rinks of a variety of sizes and no boards or snow barriers.",sport
Gilgamesh engages in a form of belt wrestling with Enkidu in the Epic of Gilgamesh written around 2000 BC about a king of Sumer who lived around 2800 to 2600 BC.,sport
Pencak silat was practiced not only for physical defense but also for psychological ends.,sport
Egham Regatta has a short sprint course of about 650 metres upstream from a stake boat start.,sport
The most popular sports are association football and swimming.,sport
Unlike cowboy action shooting the fast draw is shot with special blanks or wax bullets.,sport
So far five blind cricket World Cups have been held in Pakistan and India.,sport
Blind cricket  has been governed by the World Blind Cricket Council or WBCC since 1996.,sport
Minkey is a modified form of  field hockey designed for primary school children.,sport
Some sports that were competed at the early Games and later dropped by the IOC have managed to return to the Olympic program for example Archery which made a comeback in 1972 and tennis which was reintroduced in 1988.,sport
Vert skating is considered a challenging sport as of 2012 there are fewer than 15 professional vert skaters attending competitions.,sport
Vert skating  was included in the first XGames in 1995.,sport
Snakeboard is similar to skateboarding but also influenced heavily by snowboarding.,sport
"Non racing cycling sports include artistic cycling,  cycle polo, freestyle BMX and mountain bike trials.",sport
In modern times fast draw can be seen both in sports and in military practices.,sport
Foot hockey also known as Hocker is a sport related to hockey in which the only equipment is a ball most commonly a tennis ball that is kicked about the playing surface by the players in an attempt to score a goal on the opposing goaltender.,sport
Participation in foot hockey produced fewer catastrophic injuries than other winter sports in studies from 1986 to 1995.,sport
In modern land sailing the land sailors generally known as pilots can go three to four times faster than the wind speed.,sport
A gust of wind is considered more beneficial in a land sailing race than a favorable windshift.,sport
In the past Pigeon shooting  was popular worldwide.,sport
"Kho kho is a traditional Indian sport, a form of tag, that is one of the oldest forms of outdoor sport dating back to prehistoric India.",sport
Some sports like baseball and curling were added to the official Olympic program in 1992 and 1998 respectively.,sport
"Mixed sex sports in informal settings are typically groups of neighbours, friends or family playing without regard to the sex of the participants.",sport
"Most are variations of skiing,  ice skating and sledding.",sport
Another variant of the game still called Foot Hockey is played by children ranging from age 6 to 13.,sport
Fédération Internationale de Gymnastique or FIG is the governing body for gymnastics worldwide.,sport
The first  African rally raid run was the Côte Côte Rally first held in December 1976.,sport
"Water jousting is a sport practised principally in France, Switzerland and Germany.",sport
Hawaiian lava sledding is a traditional sport of the Native Hawaiians.,sport
