Sentence,Intent_label
"He was the first Westminster winner to sire another, when his daughter Ch.Salilyn 'N Erin's Shameless won Best in Show in 2000.",pets
"Lucky Diamond (c.1997 – June 5, 2012) was a female Maltese owned by Wendy Diamond, media personality and publisher of Magazine.",pets
Lucky is the current Guinness World Record holder for most photographed dog with celebrities.,pets
"GCH Banana Joe V Tani Kazari, also known as Joe, is a year old toy Affenpinscher that won Best In Show at the 137th Westminster Kennel Club Dog Show on February 12, 2013.",pets
The Alapaha Blue Blood Bulldog is a type of domestic dog.,pets
Briergate Bright Beauty was an Airedale Terrier and the best in show winner at the 1919 Westminster Kennel Club Dog Show.,pets
Bright Beauty was an imported dog.,pets
Most thought that best in show would be awarded to Haymarket Faultless.,pets
"Horand von Grafrath (January 1, 1895 - after 1899) (formerly Hektor Linksrhein) was the first German Shepherd Dog and the genetic basis for modern German Shepherds.",pets
"Ballyregan Bob (May 1983- 3 April 1994) was a racing greyhound who, along with Mick the Miller and Scurlogue Champ, is one of the most revered racing hounds in British hound racing.",pets
Ballyregan Bob was a brindle dog and was whelped in May 1983.,pets
"Salilyn 'N Erin's Shameless (born 1995) also known as Samantha, was an English Springer Spaniel, best known for being Best in Show at the Westminster Kennel Club Dog Show in February 2000.",pets
"Her sire was Ch.Salilyn's Condor, Best in Show winner at Westminster in 1993, Samantha became the first offspring of a previous Best in Show winner at Westminster to take the same prize.",pets
"Willie Bean Roscoe P Coltrane is the name of a yellow labrador retriever who has been the focus of several political satires during 2008, and is also the first dog who ran for mayor of Fairhope, Alabama.",pets
Tress Turner is the owner and director of the Willie Bean for Mayor and Willie Bean for President campaigns.,pets
"he term rat terrier refers to the American Rat Terrier and its descendants, as well as other terrier breeds used as ratters",pets
American Hairless Terrier and Brazilian Terrier and Chilean Fox Terrier and Decker Rat Terrier and Manchester Terrier and Plummer Terrier and the Rat Terrier.,pets
Teddy Roosevelt Terrier and Tenterfield Terrier and the Jack Russel Terrier.,pets
Ratonero Bodeguero Andaluz or Andalusian Ratter  and the Ratonero Mallorquín or Majorca Ratter and the Ratonero Murciano or Murcian Ratter and the Ratonero Valenciano or Valencian Ratter and the Ratonero Vasco or Basque Ratter.,pets
Pinschers - excluding the large Doberman Pinscher used as a service dog and were originally developed to be rat catchers for example Affenpinscher and Austrian Pinscher.,pets
The German Pinscher and Harlequin Pinscher and Miniature Pinscher and Silky Pinscher and Swiss Pinscher and Brussels Griffon and Dutch Smoushond and Dutch Ratter and the Prague Ratter.,pets
The Russo-European Laika (Russko-Evropeĭskaya Láĭka) is the name of a breed of hunting dog that originated in the forested region of northern Europe and Russia.,pets
The Russo-European Laika is one of several breeds developed from landrace Laika dogs of Spitz type.,pets
The Russo-European Laika itself dates to a breeding program begun in 1944 by E.I.Shereshevsky,pets
The Shiba Inu Puppy Cam is a website that features Shiba Inu dogs.,pets
They were subsequently developed into two modern breeds: the Australian Cattle Dog and the Australian Stumpy Tail Cattle Dog.,pets
"Cocker Spaniels are dogs belonging to two breeds of the spaniel dog type: the American Cocker Spaniel and the English Cocker Spaniel, both of which are commonly called simply Cocker Spaniel in their countries of origin.",pets
"The East Siberian Laika (Vostotchno-Sibirskaia Laika) is a Russian breed of dog of spitz type, a hunting dog originating in parts of Siberia east of the Yenisei River.",pets
Ace the Wonder Dog was a German Shepherd Dog that acted in several films and film serials from 1938 to 1946.,pets
"He is considered by many critics an attempt by RKO Pictures to cash in on the success of Warner Bros.' canine sensation, Rin Tin Tin.",pets
"The Bull Terrier, founded by James Hinks of Birmingham, England, the Stafford, the American Staffordshire Terrier and American Pit Bull Terrier all trace back to the bull-type terrier breeds with the common component being the Bulldog.",pets
Rin Tin Tin was responsible for greatly increasing the popularity of German Shepherd dogs as family pets.,pets
Scurlogue Champ is a famous racing greyhound from the 1980s.,pets
Rocky Top's Sundance Kid was a Bull Terrier who is best known for being the 2006 Best In Show winner at the Westminster Dog Showhandled by Kathy Kirk PHA.,pets
"He is the first Colored Bull Terrier to win Best in Show at Westminster, with the only other victory for his breed going to a White Bull Terrier in 1918.",pets
He is the most successful Colored Bull Terrier Show Dog of all time.,pets
"Miss Beazley (October 28, 2004 to May 17, 2014) was a Scottish Terrier which belonged to former U.S.President George W.Bush and former U.S.First Lady Laura Bush.",pets
"Miss Beazley father, a Scottish terrier named Clinton, was born on November 7, 2000.",pets
"The Cane da Presa Meridionale (Italian for ""Southern Catch Dog"") is the old, functional working variant of the Neapolitan Mastiff.",pets
"Before 1965 there was no distinction between Neapolitan Mastiff, Cane da Presa and Cane Corso, these were simply three different names for the same dog.",pets
"The modern Neapolitan Mastiff is unlike the original, a dog created by dog shows.",pets
"Boo Boo is the world's smallest dog by height at 9.65cm, according to the Guinness Book of World Records.",pets
"Boo Boo faces competition from Milly, another Chihuahua and Beyonce, a Dachshund and Chihuahua mix",pets
"Boo Boo weathered a challenge from Scooter, a Maltese",pets
"The Alaskan Klee Kai is a spitz type breed of dog, developed in the late 20th century as a companion sized dog resembling the larger Alaskan Malamute.",pets
"The German Spitz Mittel is a breed, of the German spitz type.It is a companion dog originating in Germany.",pets
"Jet of Iada a.k.a.Jet (21 July 1942 &ndash; 18 October 1949) was a German Shepherd Dog, who assisted in the rescue of 150 people trapped under blitzed buildings.",pets
The Border Collie was not used to create the Australian Shepherd.,pets
"The Australian Shepherd most likely is the descendant of Carea Leonés, Pyrenean Shepherd and Old German Herding dogs that were brought over by shepherds.",pets
"Vbos the Kentuckian (30 August 2001 to 3 June 2013), also known as Jet, was a Flat Coated Retriever and show dog bred and handled by Jim Irvine who won Best in Show at Crufts in 2011.",pets
"Giant George was a blue Great Dane previously recognised as the world's tallest living dog, and the tallest dog ever by Guinness World Records.",pets
"They are similar to other arctic breeds and spitz breeds, such as the Greenland Dog, Canadian Eskimo Dog, the Siberian Husky, and the Samoyed.",pets
"Izzy the Frenchie is a French Bulldog living in East Hampton, New York.",pets
Signal Circuit of Halleston was a Wire Fox Terrier and winner of the 1926 Westminster Kennel Club Dog Show.,pets
"The show was judged by Wintrhop Rutherford, the owner of Conejo Wycollar Boy, a  Fox Terrier that took best in show from 1907 to 1909.",pets
"Snuppy was an Afghan hound, the first dog clone.",pets
"Buster was a dog belonging to Roy Hattersley, a British politician and former Deputy Leader of the Labour Party.",pets
"Buster was a mongrel, as his father was a German Shepherd, and his mother a Staffordshire Bull Terrier.",pets
"Rajah the German Shepherd Dog (billed as ""Methven's Wonder Dog"") was a working and performance dog in New Zealand during the 1930s.",pets
"Rajah was the first, although unofficial, police dog in New Zealand and was nominated as a replacement for Rin Tin Tin during his time in Methven.",pets
"Jafrak Philippe Olivier, also known as Philip, was a male Giant Schnauzer who won the title of Best In Show at Crufts in 2008.",pets
Fred Basset (born 4 October 2004) is a greyhound dog which was owned and raced by Australian comedy duo Hamish & Andy.,pets
"Canigou Cambrai, also known as Albert, an English Cocker Spaniel, is the most recent of his breed to win best-in-show at Crufts in 1996, the seventh occasion it was awarded to a Cocker Spaniel and the first time for forty six years.",pets
"For a while he was the most successful black male Cocker Spaniel of all time in the UK, and his descendants continue to be multi-show winning champions around the world.",pets
"The West Siberian Laika or WSL, is a breed of hunting dog and a breed of spitz type.",pets
Russian publications indicate that the term West Siberian Laika loosely applied to hunting dogs originating with the Mansi and Khanty people in Ural and West Siberia.,pets
In early 1960 many hunters in Ural still preferred the term Mansi Laika.,pets
"Any hunting Laika is a bark pointer, pointing at animal of interest by barking and staying with the animal.",pets
Luke the Dog (1913-1926) was a Staffordshire Bull Terrier that performed as a recurring character in American silent comedy shorts between 1914 and 1920.,pets
"My Own Brucie (May 4, 193 to June 9, 1943) was a male American Cocker Spaniel who was the Best in Show at the Westminster Kennel Club Dog Show in 1940 and 1941.",pets
"The Heeler is a naturally bobtailed or tailless, medium-sized cattle dog similar and/or related to the Australian Cattle Dog",pets
"The Australian Stumpy Tail Cattle Dog was developed in Australia to herd cattle, and descends from crosses between European herding dogs and the Australian dingo.",pets
"The American Staffordshire Terrier, also known as the Amstaff, is a medium-sized, short-coated American dog breed.",pets
The American Staffordshire Terrier should not be confused with the Staffordshire Bull Terrier,pets
"Lupo is an English Cocker Spaniel owned by Prince William, Duke of Cambridge, and Catherine, Duchess of Cambridge.",pets
"The puppy was created using a cell from an ear from an adult Afghan hound and involved 123 surrogate mothers, of which only two produced pups.",pets
Treo (c.2001–2015) was a black Labrador Retriever and English Springer Spaniel crossbreed and a retired Arms and Explosives Search dog with the Royal Army Veterinary Corps.,pets
"Rex (December 16, 1984 to August 31, 1998) was a Cavalier King Charles Spaniel owned by Ronald Reagan and his wife Nancy.",pets
"Burneze Geordie Girl (born 14 July 2014), also known as Devon, is a West Highland White Terrier and show dog who won Best in Show at Crufts in 2016.",pets
"The Akita has a short double-coat similar to that of many other northern spitz breeds such as the German Shepherd or Siberian Husky, but long-coated dogs can be found in many litters due to a recessive gene.",pets
"Bluey (7 June 1910 – 14 November 1939) was an Australian cattle dog owned by Les and Esma Hall of Rochester, Victoria.",pets
"Two owners have made claims for longer-lived dogs Max and Bella, but these claims have not been independently verified.",pets
"Mr.Winkle (born 1996) is the name of a very small dog of uncertain breed, possibly Pomeranian or Chihuahua.",pets
"Huddersfield Ben (born 23 September 1871), an early Yorkshire Terrier, is universally acknowledged to be the foundation sire of the breed.",pets
"Although larger than a standard Yorkshire Terrier, Ben regularly sired stock under 7 pounds.",pets
"Mildred Millie Kerr Bush (January 12, 1985 to May 19, 1997) was the pet English Springer Spaniel of Barbara and George H.W.Bush.",pets
"Classed as a toy dog breed because of its small size, the Pomeranian is descended from the larger Spitz type dogs, specifically the German Spitz.",pets
"Tillamook Cheddar (January 17, 1999 to January 29, 2014; Tillie for short) was a Jack Russell terrier dog from Greenwich, Connecticut, who acquired a reputation as an artist.",pets
"Knopa, is a Scottish Terrier and show dog, owned by Mariana Khenkina, who won Best in Show at Crufts in 2015.",pets
The Staffordshire Bull Terrier is a British breed of short-haired terrier of medium size.,pets
It originated in the city of Birmingham and in the Black Country of Staffordshire from cross breeding between the Bulldog and the Black and Tan Terrier.,pets
Rifleman Khan was a German Shepherd Dog who was lent to the War Office to become a military dog during World War II.,pets
The Austrian Black and Tan Hound is a breed of dog originating in Austria.,pets
Taylors Sky (born 1 March 2009) is a white and blue male  Greyhound.,pets
"Soccer (May 17, 1988 – June 26, 2001) was a Jack Russell Terrier and animal actor.",pets
"Rancho Dobe's Storm (12 December, 1949 to October, 1960) also known as Storm or Stormie, a Doberman Pinscher, best known for being Best in Show at the Westminster Kennel Club Dog Show in both 1952 and 1953.",pets
Nemo (born 2015) is a black Labrador Retriever and Griffon dog owned by French President Emmanuel Macron,pets
"Efbe Hidalgo At Goodspice (born May 19, 2004), also known as Charmin, was a male Sealyham Terrier who was the Best in Show at the American Kennel Club National Championship in 2007, World Dog Show in 2008, and Crufts in 2009.",pets
"Kenmare Sorceress (1909 to 1920), an Airedale Terrier, was the first of its breed to have won the Westminster Kennel Club Dog Show, in 1912.",pets
"Moose (December 24, 1990 – June 22, 2006) was a Jack Russell Terrier who portrayed on the American television sitcom Frasier.",pets
"The German Pinscher (original name Deutscher Pinscher, FCI No.184) is a medium-sized breed of dog",pets
"Boxwood Barkentine (born July 1920), an Airedale Terrier, was the Best in Show at the 1922 Westminster Kennel Club Dog Show, the third occasion it was awarded to a member of that breed.",pets
Westmead Hawk (May 2003 &ndash; 26 May 2014) was a black male Greyhound.,pets
"Sidaz Jack (born 8 June 2011) is a white and brown male Greyhound.He is owned by Daren Johnson and Simon Wooder, and trained by Charlie Lister.",pets
Butler Blue is the English Bulldog mascot that serves as the official live mascot of Butler University.,pets
Both the Border Collie and Australian Shepherd are slightly more distantly related to other kinds of Collies from the Basque regions of Europe.,pets
The American Cocker Spaniel is a breed of sporting dog.,pets
"Smoky (1943 to 21 February 1957), a Yorkshire Terrier was a famous war dog who served in World War II.",pets
"Tickle Em Jock a Scottish Terrier, was the first of his breed to win best-in-show at the Westminster Kennel Club Dog Show in 1911, the fifth occasion it was awarded.",pets
"Daddy (1994 ‒ February 19, 2010) was an American Pit Bull Terrier integral to dog trainer Cesar Millan's work and his television series, Dog Whisperer.",pets
"Fiacre's First and Foremost (born 9 September 2007), also known as Fiona, is a Dalmatian bred to have low levels of uric acid.",pets
Rapid Ranger (11 January 1998 – 30 September 2010) was a male brindle Greyhound.He is best known for becoming only the third dog to win the English Greyhound Derby on more than one occasion.,pets
"After Rin Tin Tin died in 1932, the name was given to several related German Shepherd dogs featured in fictional stories on film, radio, and television.",pets
Old Jock was a Fox Terrier famous during the late 19th and early 20th centuries.,pets
The English Toy Terrier (Black and Tan) is a small breed of terrier in the toy dog group.,pets
"Lightning was a German shepherd from a line of canine silent film stars.A grandson of Strongheart, Lightning was billed as ""The Wonder Dog"" and ""The Marvel Dog"".",pets
Staffords first arrived in North America in the mid to late 1880s but it was not until 1974 that the American Kennel Club (AKC) accepted the Staffordshire Bull Terrier into their purebred registry.,pets
"Crumstone Irma, a.k.a.Irma, was a German Shepherd Dog who assisted in the rescue of 191 people trapped under blitzed buildings while serving with London's Civil Defence Services during the Second World War.",pets
Cosmo is a canine actor.He is a Jack Russell Terrier that is best known for his roles in the movies Hotel for Dogs and Beginners.,pets
"Cook (11 November 2000 to 19 May 2016) was a Jack Russell Terrier dog actor known for his rol as Pancho in the advertisement of Lotería Primitiva of Spain, in which he earned 500 euros per day of shooting.",pets
"Wheely Willy (1991–2009) was a paraplegic chihuahua from Long Beach, California who became a celebrity as the subject of two bestselling children's books.",pets
"Terry (November 17, 1933 – September 1, 1945) was a female Cairn Terrier performer who appeared in 16 different movies, most famously as Toto in the film The Wizard of Oz (1939).",pets
Rob Roy (1922 to 1928) was a white male collie owned by Calvin Coolidge.,pets
"Buster (2002 – 2015) an English Springer Spaniel, was a military detection dog who was active during the Iraq War.",pets
"Strathtay Prince Albert (3 July 1910), a Bulldog, was the winner of the title of Best in Show at the Westminster Kennel Club Dog Show in 1913.",pets
"Bob the Railway Dog is part of South Australian Railways folklore.He travelled the South Australian Railways system in the later part of the 19th century, and was known widely to railwaymen of the day.",pets
"Brownie the Wonder Dog appeared in several American silent films, including Brownie's Little Venus (1921).",pets
"A Labradoodle is a crossbreed dog created by crossing the Labrador retriever and the Standard, Miniature, or Toy poodle.The term first appeared in 1955, but was not initially popular.",pets
"Foxcliffe Hickory Wind (December 20, 2005  to June 13, 2017), also known as Hickory, is a female Scottish Deerhound who was named Best in Show at the Westminster Kennel Club Dog Show in 2011.",pets
The St.Bernard or St Bernard is a breed of very large working dog.,pets
Ruppy (short for Ruby Puppy) is the world's first transgenic dog.,pets
"A puppy is a juvenile dog.Some puppies can weigh 1-1.5kg (1-3lb), while larger ones can weigh up to 7–11kg (15-23lb).",pets
"Obo (1882–1895), was an American Cocker Spaniel who is considered to be the father of the modern breed, though physically, he was different from today's American Cocker.",pets
"During his day, Obo was a successful show dog, winner of many Best-in-Show titles.",pets
Rolf (died 1919) was an Airedale terrier that was claimed to have been able to perform arithmetic and communicate with humans on an intellectual level,pets
It was not until 1970 that The Kennel Club in the UK recognized the American Cocker Spaniel as being separate from the English type.,pets
"Norbert is a fluffy, 7"" tall mixed breed registered therapy dog, best known for his Norbert picture book series, and his popularity on social media.",pets
"Norbert's breed is unknown, but is suspected to be a cross between chihuahua, cairn terrier and lhasa apso.",pets
Haymarket Faultless was a male Bull Terrier who won best in show at the 1918 Westminster Kennel Club Dog Show.,pets
"Midkiff Seductive (born 1917), a Cocker Spaniel, was the Best in Show at the 1921 Westminster Kennel Club Dog Show, the first occasion it was awarded to a member of that breed.",pets
The Siberian Husky is a medium-sized working dog breed.,pets
The Welsh Sheepdog is a landrace of herding dog.,pets
Some people incorrectly call a Welsh Sheepdog a Welsh Collie.,pets
"Usually 'Welsh Collie' is used for a cross between a Welsh Sheepdog and a Border Collie, who is often a milder dog and easier to manage than the pure breed.",pets
"Like other types of working dog, Welsh Sheepdogs are normally bred for their herding abilities rather than appearance, and so they are generally somewhat variable in build, colour and size.",pets
"Welsh Sheepdogs are of collie type, usually black-and-white, red-and-white or tricolour, and merle markings may occur over any of these combinations.",pets
"Welsh Sheepdogs longer in leg, broader in chest and wider in muzzle than the Border Collie.",pets
"Over many decades the Welsh Sheepdog has largely been replaced by the Border Collie, a standardised breed.",pets
"However, in more recent years, efforts have been made to maintain the indigenous Welsh Sheepdog as a distinct variety.",pets
"Welsh Sheepdogs are usually of loose-eyed action, not fixing the stock with their gaze like the Border Collie.",pets
"Welsh Sheepdogs are most often used for herding sheep, but also readily work cattle, goats, and even horses and pigs.",pets
Welsh Sheepdogs life span is 12–15 years.,pets
"Bobbie the Wonder Dog (1921–1927) was a dog who covered on his own to return home to Silverton, Oregon after he was lost while his owners were visiting family in Wolcott, Indiana.",pets
Dash (1830–1840) was a King Charles Spaniel owned by Queen Victoria.,pets
Frida the Rescue Dog is a Golden Labrador Retriever in the Mexican Navy (SEMAR) who was deployed in the event of natural disasters to help the rescue efforts.,pets
Frida has helped save the lives of people buried under the rubble of buildings that collapsed in the 2010 Haiti earthquake.,pets
"As a social media star and Mexican icon, Frida has been featured in fan art, on t-shirts, in comic books and in a large colorful mural in the Mexico City neighborhood of Roma.",pets
Frida retired from rescue work on 25 June 2019 but will remain in service helping to train other dogs.,pets
Ulk (1932–1942) was a Great Dane owned by Chilean President Arturo Alessandri during his second presidency.,pets
"Eventually Ulk became the symbol of his government, appearing in numerous photographs of the epoch.",pets
"The English Cocker Spaniel is an active, good-natured, sporting dog standing well up at the withers and compactly built.",pets
"Betsy is a black and white longhaired Border Collie, credited with being one of the world's most intelligent dogs.",pets
The English Cocker Spaniel is a breed of gun dog.It is noteworthy for producing one of the most varied numbers of pups in a litter among all dog breeds.,pets
"Sennenhund, called Swiss mountain dogs or Swiss cattle dogs in English, are a type of dog originating in the Swiss Alps.The Sennenhund are farm dogs of the general molosser type.",pets
Juliana (died 1946) was a medal-winning Great Dane.,pets
"In September 2013 the second of these medals, along with a portrait of Juliana, sold at auction for £1,100.",pets
"Teddy the Great Dane or Keystone Teddy was one of the first canine ""actors"" in American film history.",pets
"The great dane performed chiefly in Mack Sennett's ""Keystone"" comedies and behaved on set, according to film crews and fellow cast members, as professionally as any human actor.",pets
"Teddy is credited with appearing in at least 60 films, nearly all shorts, between 1915 and 1924.",pets
"Manny the Frenchie (born February 7, 2011) is a French Bulldog from Chicago, Illinois, that achieved Internet celebrity via the posting of his photographs on various social media websites.",pets
Manny the Frenchie is currently the world's most followed and popular Bulldog on the Internet.,pets
"Araki Fabulous Willy (25 April 2001 &ndash; 4 December 2008), also known as Willy, was a male Tibetan Terrier who won the title of Best In Show at Crufts in 2007.",pets
"Max (9 August 1983 – 18 May 2013) was a beagle, dachshund and terrier mix whose owner claimed that he had lived 29 years and 282 days.",pets
"In August 2009, The Telegraph reported that Max had veterinary records proving his age and that at 29 he was the world's oldest living dog.",pets
"On May 18, Max died of a Tonic–clonic seizure.",pets
"Theo DM (2009–2011), was an English Springer Spaniel who served as a bomb detection dog for the British Army.",pets
"Theo was awarded the Dickin Medal, also known as the animals' Victoria Cross, in 2012.",pets
The English Foxhound is one of the four foxhound breeds of dog.,pets
The English Foxhound is a cousin of the American Foxhound.,pets
"The English Foxhound is a cousin of the American Foxhound.They are scent hounds, bred to hunt foxes by scent.",pets
The current Rin Tin Tin XII dog owned by Yanchak takes part in public events to represent the Rin Tin Tin legacy.,pets
Sinbad spent 11 years at sea on the Campbell including combat in World War II that became widely publicized as part of the homefront campaign.,pets
"Prior to and after an official retirement, Sinbad was assigned the rank of K9C or ""Chief Dog"" - equivalent to Chief Petty Officer.",pets
Sinbad spent 11 years at sea on the Campbell including combat in World War II that became widely publicized as part of the homefront campaign.,pets
Brigitte (born 2010) is a French Bulldog and a best known for her role as Stella in the ABC television series Modern Family.,pets
"The Cardigan Welsh Corgi is one of two separate dog breeds known as Welsh corgis, the other being the Pembroke Welsh Corgi<eem>.",pets
Just Nuisance was the only dog ever to be officially enlisted in the Royal Navy.,pets
"Just Nuisance was a Great Dane who between 1939 and 1944 served at HMS Afrikander, a Royal Navy shore establishment.",pets
Heart-kun is a Chihuahua born with a heart-shaped patch of brown hair on its white coated body.,pets
Heart-kun likely had a heart-shaped design on his coat because he had a collection of genes that induced brown fur.,pets
"Over 200,000 people watched videos of Heart-kun on YouTube TV.",pets
Heart-kun became well known after a Japanese TV station photographed him.,pets
"In August 2009, Heart-kun sired Kokoro-chan, who also possesses a heart-shaped design on its coat.",pets
"There are different breeds of foxhound, each often called simply Foxhound in their native countries.",pets
"American Foxhound, English Foxhound, Dumfriesshire Black and Tan Foxhound,  Black and Tan Virginia Foxhound, and  Welsh Hound.",pets
"Rin Tin Tin III, said to be Rin Tin Tin's grandson, but probably only distantly related, helped promote the military use of dogs during World War II.",pets
"Miss Ellie (1993 – to June 1, 2010), a blind American Chinese Crested hairless dog, was the 2009 winner in the pedigree section of the World's Ugliest Dog Contest.",pets
"Miss Ellie died on June 1, 2010, at age 17.",pets
"One of the most famous presidential pets, Fala was taken many places by Roosevelt.",pets
Sarabi Mastiff is an ancient livestock guardian dog breed native to Sarab County.,pets
"The Entlebucher Sennenhund or Entlebucher Mountain Dog is a medium-sized herding dog, it is the smallest of the four regional breeds that constitute the Sennenhund dog type.",pets
"Fido (1941 – June 9, 1958) was an Italian dog that came to public attention in 1943 because of his demonstration of unwavering loyalty to his dead master.",pets
"Faith (December 22, 2002 - September 22, 2014) was a bipedal or human female dog, born with three legs; two fully developed hind legs and a deformed front leg, which was amputated when she was seven months old after it began to atrophy.",pets
"Because of Faith, more people are giving their animals born different a chance to live.",pets
Snip Nua was a racing greyhoundM who featured in the BBC television show Three Men Go to Ireland.,pets
The Finnish Spitz has been the national dog of Finland since 1979.,pets
"Zuyaqui (died 2000s) was a Mexican dog who, according to Sedena, was the dog who found the most drugs in Mexican military and police history.",pets
Zuyaqui was a German Shepherd dog.,pets
"Between 2000 and 2010, Mexican police trained 1,800 dogs to perform jobs similar to Zuyaqui.",pets
"The Dogo Sardesco is an Italian dog breed (landrace) from Sardinia, used to protect livestock and, in the past, as a fighting dog.",pets
"Greyfriars Bobby (May 4, 1855 – January 14, 1872) was a Skye Terrier who became known in 19th-century Edinburgh for spending 12 years guarding the grave of his owner until he died himself on 14 January 1870.",pets
"Miracle Milly (born December 2011) is the world's smallest dog by height, according to the Guinness Book of World Records.",pets
The pet cloning company Sooam has announced that they have produced 49 clones of Milly.,pets
"Shep, or The Thanhouser Dog or Shep the Dog (died November 1914), was a male collie dog who starred in a number of silent films made by the Thanhouser Company.",pets
Sasha DM (2004–2008) was a Labrador Retriever who served as a bomb detection dog for the British Army.,pets
"Sasha was awarded the Dickin Medal, also known as the animals' Victoria Cross, in 2014.",pets
The Boxer was bred from the Old English Bulldog and the now extinct Bullenbeisser which became extinct by crossbreeding rather than by a decadence of the breed.,pets
"Topscore Contradiction, also known as King, is a standard sized Poodle, who was the winner of the title of Best In Show at the Crufts dog show in 2002.",pets
K9 Killer is a Belgian Malinois dog that works with the Kruger National Park's Special Operations team to prevent rhinoceros poachers.,pets
"On 6 January 2016, K9 Killer was awarded a PDSA Gold Medal for his anti-poaching work.",pets
"Chaser (April 28, 2004 – July 23, 2019) was a Border Collie with the largest tested memory of any non-human animal.",pets
"Chaser could identify and retrieve 1,022 toys by name.",pets
"Chalky was TV chef Rick Stein's rough-haired Jack Russell Terrier dog, who regularly accompanied Stein when filming his popular cookery shows and became recognised and popular in his own right.",pets
Sabine Rarebit was a best in show winner at the Westminster Kennel Club Dog Show in 1910.,pets
"Sabine Rarebit was a Smooth-coated fox terrier considered to be ""not only the best fox terrier out, but, in the opinion of many judges, the best ever bred.",pets
The Portuguese Water Dog is a breed of working dog as classified by the American Kennel Club.,pets
"The record holder for the tallest dog ever is a Great Dane called Zeus (died September 2014; aged 5), who measured from paw to shoulder.",pets
Old Hemp (September 1893 - May 1901) was a stud dog considered to be the progenitor to the Border Collie breed.,pets
Old Hemp was used as a working dog to herd sheep.,pets
"Ana (July 4, 1995 – November 12, 2008) was a golden retriever search and rescue dog, known for having been the first graduate of the Search Dog Foundation's training program.",pets
Ana was one of the first search dogs to be deployed to the site of the World Trade Center.,pets
"Ana was born to a backyard breeder, and proved to be too active to work as an assistance dog.",pets
"Ana was trained at a kennel in Gilroy, California, and, upon graduation, she was the first nationally certified Fire Department Disaster Search Canine and the first dog certified by the Search Dog Foundation.",pets
"Ana was assigned to the Sacramento, California Fire Department, where she was paired with fire captain Rick Lee.",pets
"Besides the World Trade Center search, Ana and Captain Lee were involved in several other searches, including the sites of collapsed buildings in Sacramento, and the aftermath of Hurricane Katrina.",pets
Ana died of cancer in Captain Lee's arms.,pets
"The Chesapeake Bay Retriever is a large-sized breed of dog belonging to the Retriever, Gundog, and Sporting breed groups",pets
"Members of the Chesapeake Bay Retriever breed may also be referred to as a Chessie, CBR, or Chesapeake.",pets
The Campeiro Bulldog is a dog breed developed in southern Brazil.It is believed to be a descended of the Old English Bulldog introduced to Brazil by Europeans and is closely related to the Serrano Bulldog.,pets
